id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature10,feature11,rating
5170,6.5,1.7,3.7,3.22,7.1,10.1,9.9935,0.58,4.0,new,10.9,0.78,2
3627,18.3,6.1,3.7,3.24,11.7,9.5,9.9459,0.2,5.6,old,6.4,0.43,2
3080,5.8,2.3,1.9,2.9,2.6,10.5,9.9184,0.48,1.1,old,8.5,0.5,3
1596,12.2,5.6,5.5,3.15,3.4000000000000004,11.9,9.906,0.01,2.7,old,6.6,0.3,2
5064,10.1,1.8,6.4,3.34,8.5,10.2,9.956,0.1,2.1,new,6.8,0.52,2
4193,10.0,2.6,2.7,2.98,4.5,12.4,9.9066,0.33,1.3,old,8.1,0.44,3
1206,17.1,6.1,2.6,2.94,3.7000000000000006,8.8,9.986,0.46,15.55,old,7.0,0.35,3
6364,5.4,3.1,4.8,3.3,6.2,10.0,9.9728,0.32,2.1,new,7.3,0.65,4
1513,16.1,4.8,2.2,3.01,3.1,11.2,9.937,0.49,9.9,old,7.3,0.28,3
5662,4.4,1.1,6.800000000000002,3.31,9.3,9.5,9.9888,0.11,2.8,new,9.1,0.55,3
677,9.4,2.3,3.2,3.42,3.3000000000000003,11.8,9.91,0.38,4.75,old,5.8,0.42,4
6391,14.7,2.3,5.4,3.26,8.9,9.7,9.9636,0.26,1.9,new,7.7,0.59,2
6047,1.1,0.6,3.5,3.23,6.1,12.0,9.9585,0.47,2.0,new,10.0,0.52,3
378,15.5,1.7,3.2,3.22,4.9,10.0,9.927,0.5,2.6,old,5.7,0.64,3
622,14.1,2.2,3.2,3.36,4.3,10.4,9.937,0.12,6.6,old,5.3,0.6,3
3137,13.5,4.2,2.5,3.23,5.1,11.1,9.906,0.39,1.3,old,6.2,0.4,3
5299,3.8,2.0,2.6,3.29,5.9,10.8,9.949,0.3,1.7,new,7.7,0.47,3
2632,18.6,6.1,4.4,3.13,6.5,8.6,9.9884,0.2,16.0,old,6.8,0.45,2
1802,17.3,5.6,2.3000000000000003,3.06,7.3,8.7,9.984,0.29,15.4,old,6.8,0.41,3
1001,21.6,6.1,2.8000000000000003,3.09,4.5,9.4,9.952,0.41,6.8,old,6.4,0.46,2
456,8.2,1.1,2.3000000000000003,3.3,2.2,12.9,9.892000000000001,0.31,1.5,old,6.3,0.4,4
5339,2.7,0.7,4.0,3.06,6.800000000000002,11.3,9.988,0.65,2.15,new,11.9,0.68,3
6215,4.1,1.0,4.4,3.18,9.1,11.9,9.9638,0.46,2.2,new,9.9,0.69,3
5590,6.2,1.6,4.9,3.03,42.2,9.0,9.979,0.51,2.0,new,8.6,1.17,2
1989,10.2,3.0,3.3000000000000003,3.08,3.4000000000000004,12.3,9.912,0.3,3.3,old,7.1,0.31,4
3838,14.2,4.9,4.1,3.14,5.2,9.2,9.946,0.22,4.8,old,6.5,0.62,2
4944,11.4,2.2,9.35,3.25,11.4,9.2,9.97,0.43,2.2,new,7.7,0.73,2
1794,12.0,2.3,3.7,3.32,6.4,9.4,9.946,0.24,2.0,old,6.6,0.54,2
2604,10.7,3.7,3.0,3.31,2.5,11.3,9.9159,0.29,2.8,old,6.7,0.63,4
2249,18.6,4.5,2.7,3.23,4.8,9.0,9.962,0.18,7.7,old,6.3,0.47,2
1314,16.9,4.6,3.1,3.15,4.0,9.3,9.953,0.4,6.2,old,6.4,0.46,3
1650,13.1,2.7,3.1,3.08,4.4,12.8,9.912,0.49,3.95,old,7.6,0.67,4
6121,2.3,0.9,3.6,3.23,7.400000000000001,12.0,9.9638,0.47,2.2,new,10.5,0.76,3
5320,6.0,1.5,9.6,3.36,4.7,10.9,9.955,0.2,2.0,new,7.7,0.44,2
4134,8.9,2.6,2.7,3.24,3.8,12.5,9.915,0.28,7.8,old,6.8,0.34,3
5507,3.9,1.5,3.6,3.56,7.5,12.7,9.956,0.19,3.2,new,6.3,0.52,3
1110,8.7,2.7,3.7,3.3,2.9,12.6,9.903,0.15,2.0,old,7.2,0.59,4
5513,7.1,2.8,6.0,3.5,7.9,9.7,9.997,0.5,2.3,new,9.6,0.57,2
4228,20.1,3.3,2.9,3.11,4.8,9.9,9.961200000000002,0.23,12.4,old,6.2,0.56,3
4730,10.6,1.3,3.0,3.24,4.8,11.85,9.9331,0.6,1.85,old,7.9,0.49,2
5804,7.8,1.2,5.4,3.39,8.4,11.0,9.964,0.27,2.6,new,7.2,0.71,2
2172,11.7,1.1,3.2,3.23,4.2,9.2,9.96,0.13,7.8,old,6.9,0.37,2
4562,13.1,2.8,1.7999999999999998,3.49,2.8,10.8,9.954,0.3,10.2,old,5.6,0.42,4
3795,14.0,2.9,2.5,3.2,6.4,10.1,9.9776,0.27,17.4,old,6.5,0.49,3
3553,11.0,3.9,2.2,3.24,4.4,9.0,9.9855,0.22,16.65,old,5.7,0.48,3
4373,9.8,2.4,2.6,3.14,4.3,12.5,9.8918,0.28,1.7,old,6.1,0.44,3
3538,12.8,5.4,2.8000000000000003,3.17,2.9,12.2,9.9074,0.25,4.8,old,6.5,0.44,4
6352,2.3,0.7,4.5,3.21,7.3,10.9,9.9974,0.63,2.2,new,11.7,0.69,3
4344,10.6,3.6,2.7,2.96,17.6,9.2,9.9288,0.69,1.2,old,6.7,0.43,3
6383,2.5,0.8,6.550000000000002,3.37,7.400000000000001,9.7,9.9606,0.16,2.1,new,7.0,0.55,2
5517,1.6,0.6,3.7,3.09,8.8,9.3,9.988,0.41,2.3,new,11.3,0.8,2
31,4.7,0.7,1.4,3.47,4.2,10.2,9.934,0.34,1.1,old,8.3,0.4,3
2788,17.6,4.1,4.0,3.12,6.6000000000000005,9.4,9.9552,0.42,6.2,old,6.9,0.54,2
5942,5.3,1.2,3.9,3.36,4.6,12.2,9.9294,0.33,3.3,new,6.4,0.62,3
4034,11.6,1.6,2.7,3.07,3.4000000000000004,9.2,9.988999999999999,0.22,17.8,old,6.8,0.53,2
70,24.4,4.8,2.7,3.1,5.6,9.0,9.956,0.43,7.8,old,6.2,0.51,3
661,13.3,4.7,2.5,3.37,3.2,12.2,9.952,0.34,14.0,old,6.8,0.5,4
46,20.6,6.3,4.5,3.27,6.3,9.8,9.94,0.26,4.4,old,6.2,0.52,1
4178,13.3,4.9,1.9,3.16,3.8,11.3,9.910700000000002,0.33,4.2,old,5.8,0.42,4
4514,25.9,2.85,4.0,3.19,5.1,8.8,9.964,0.18,9.0,old,6.1,0.5,2
5909,1.9,1.2,3.2,3.17,8.8,10.4,9.957,0.31,2.0,new,8.9,0.55,3
2802,7.9,0.8,1.5,3.3,3.8,10.5,9.923,0.31,5.3,old,5.6,0.39,3
3201,12.6,4.7,3.4000000000000004,2.96,2.7,12.5,9.9124,0.44,6.5,old,7.9,0.37,3
5020,1.3,0.3,6.949999999999998,3.49,7.5,9.2,9.98,0.0,2.5,new,7.3,0.52,2
3089,8.9,2.0,3.6,3.06,3.1,12.0,9.8956,0.38,3.2,old,6.2,0.33,4
6365,3.2,1.9,10.4,3.52,6.7,11.0,9.9648,0.08,2.3,new,6.7,0.57,1
1334,10.7,2.6,2.4,3.21,4.8,12.4,9.918,0.5,1.2,old,9.0,0.34,3
2626,13.6,3.6,2.4,3.44,3.3000000000000003,10.4,9.9316,0.26,1.7,old,8.0,0.51,4
3221,7.4,0.8,2.4,3.1,3.4000000000000004,12.9,9.9386,0.38,12.75,old,6.6,0.57,3
1685,20.5,5.5,2.5,3.12,5.5,9.0,9.986,0.28,14.4,old,7.2,0.38,4
3243,9.9,2.9,3.4000000000000004,3.1,3.4000000000000004,12.3,9.9031,0.24,3.3,old,6.6,0.4,4
3331,15.9,4.7,2.3000000000000003,3.08,4.6,10.5,9.9452,0.32,8.6,old,6.8,0.52,3
1879,10.3,1.4,2.0,3.06,4.3,9.2,9.987,0.61,16.2,old,7.2,0.36,3
5585,3.8,1.3,6.4,3.28,9.5,9.7,9.998,0.23,3.1,new,9.1,0.59,2
5209,10.5,1.5,5.300000000000002,3.27,7.200000000000001,9.4,9.96,0.24,2.0,new,7.9,0.54,3
6053,3.8,0.9,6.0,3.15,11.8,9.8,9.9616,0.25,2.2,new,8.3,0.53,2
3042,17.0,5.7,3.3000000000000003,3.26,3.7000000000000006,9.4,9.9884,0.42,17.2,old,6.3,0.57,3
1815,16.4,1.0,3.0,3.09,3.8,12.0,9.912,0.35,2.8,old,6.8,0.53,3
5826,2.8,1.4,4.699999999999998,3.18,5.5,11.2,9.9516,0.27,2.3,new,8.6,0.8,2
3756,10.8,1.0,1.7000000000000002,3.28,3.9,10.0,9.9243,0.23,2.9,old,5.5,0.5,2
869,9.7,3.7,2.4,3.19,3.7000000000000006,10.1,9.926,0.29,1.2,old,7.3,0.7,3
3599,22.6,4.9,3.9,3.3,5.3,9.4,9.9787,0.38,9.7,old,6.6,0.57,3
4463,11.4,3.1,3.2,3.12,3.1,12.5,9.8946,0.32,1.7,old,6.7,0.35,3
3824,10.4,3.1,2.4,3.05,4.2,11.3,9.911,0.3,2.5,old,7.3,0.56,4
3456,17.2,6.0,3.9,3.06,4.2,10.6,9.9114,0.13,1.2,old,6.0,0.52,2
3747,19.4,6.7,2.2,2.89,7.000000000000001,9.0,9.9654,0.3,10.6,old,6.8,0.42,3
3161,12.4,2.8,1.7000000000000002,2.87,3.3000000000000003,9.5,9.9684,0.42,15.1,old,6.1,0.47,2
3870,13.4,7.4,2.3000000000000003,3.16,5.5,10.2,9.9534,0.27,9.8,old,6.1,0.4,3
4935,3.0,1.3,3.8,3.23,6.6000000000000005,9.7,9.968,0.28,2.1,new,8.1,0.73,4
3536,9.2,3.0,2.4,3.1,3.2,10.9,9.914,0.28,1.9,old,7.2,0.39,3
5569,1.3,0.5,7.3,3.2,7.400000000000001,9.5,9.968,0.21,1.7,new,8.2,0.52,2
5342,2.7,0.5,5.699999999999998,3.57,5.4,12.5,9.934,0.01,1.7,new,5.3,0.84,4
2086,10.1,1.7,1.7000000000000002,3.14,5.0,9.5,9.94,0.32,1.5,old,8.2,0.58,2
507,17.0,4.0,2.4,3.64,4.8,10.0,9.937999999999999,0.27,1.9,old,6.0,0.54,4
1033,23.4,4.45,3.0,3.49,5.5,10.2,9.972000000000001,0.36,6.8,old,7.1,0.64,3
3028,13.8,2.1,1.7999999999999998,3.2,5.0,10.5,9.9546,0.37,6.2,old,7.5,0.55,3
930,8.4,2.1,1.7000000000000002,3.14,1.7000000000000002,11.9,9.929,0.52,5.9,old,7.7,0.4,4
3046,11.2,3.8,2.4,3.19,2.7,12.4,9.9086,0.37,6.1,old,6.9,0.34,3
5836,4.2,2.3,3.8,3.34,6.800000000000002,12.9,9.9356,0.38,2.8,new,7.2,0.72,4
5122,5.5,1.5,6.35,3.31,8.9,10.4,9.9745,0.36,2.0,new,8.4,0.57,1
1455,15.0,4.4,3.4000000000000004,3.0,6.9,9.2,9.968,0.74,11.2,old,6.9,0.81,2
26,14.6,3.5,2.4,3.45,5.2,10.0,9.93,0.35,1.0,old,6.9,0.44,3
230,14.2,2.6,6.4,3.37,6.2,8.9,9.972000000000001,0.08,9.7,old,6.8,0.46,1
2532,17.8,0.8,5.4,3.16,4.9,9.4,9.9502,0.27,7.1,old,6.7,0.38,1
1009,14.6,3.2,1.5,3.08,5.5,10.5,9.93,0.39,1.3,old,8.3,0.39,3
1048,7.5,1.5,4.0,3.03,3.8,9.2,9.934,0.38,1.1,old,8.3,0.43,2
2085,15.0,4.7,1.7000000000000002,3.29,5.3,9.6,9.948,0.32,1.6,old,7.9,0.76,3
6192,6.0,2.5,6.35,3.29,7.3,10.9,9.9638,0.1,2.1,new,8.2,0.75,3
2751,10.8,3.8,1.7000000000000002,3.19,3.6000000000000005,12.0,9.9006,0.36,1.4,old,6.8,0.66,3
5028,13.4,3.0,7.45,3.24,11.8,9.4,9.968,0.56,2.0,new,8.0,0.66,2
4812,11.3,4.6,2.6,3.35,2.7,11.4,9.8946,0.33,1.1,old,5.1,0.43,4
15,11.2,2.8,1.7000000000000002,3.25,3.2,11.4,9.914,0.38,1.5,old,6.6,0.55,4
401,16.3,6.2,3.7,3.19,4.4,8.8,9.976,0.51,11.8,old,6.8,0.44,2
1565,11.7,2.9,1.9,3.14,4.4,10.1,9.937999999999999,0.49,3.5,old,8.5,0.51,3
2097,14.5,3.1,2.4,3.36,4.6,9.5,9.982999999999999,0.33,12.3,old,6.7,0.4,2
6195,2.9,1.5,5.300000000000002,3.35,6.4,12.1,9.9323,0.14,2.1,new,7.2,0.61,3
1501,16.9,3.4,2.0,3.05,4.0,10.1,9.937999999999999,0.49,1.7,old,8.3,0.37,2
1371,16.2,4.1,2.6,3.1,4.2,12.0,9.944,0.41,9.2,old,8.3,0.38,4
1928,19.3,4.7,2.7,3.23,4.7,11.4,9.937999999999999,0.32,6.8,old,7.0,0.39,3
1254,15.0,5.8,1.6,3.08,13.8,9.2,9.936,0.73,1.0,old,7.0,0.3,2
5796,4.3,1.7,3.1,3.31,7.8,12.5,9.9444,0.39,2.4,new,8.3,0.77,4
5373,2.8,0.5,6.800000000000002,3.14,8.7,10.2,9.988,0.24,2.2,new,9.6,0.6,2
4052,14.9,4.5,2.4,3.23,5.3,9.3,9.9545,0.22,7.9,old,6.2,0.52,2
2919,11.8,3.8,1.6,3.19,3.8,10.7,9.9449,0.32,8.75,old,6.4,0.41,2
2247,15.1,3.9,1.5,3.6,4.6,10.6,9.9471,0.29,6.2,old,6.1,0.44,3
5734,10.0,3.6,2.8000000000000003,3.26,1.2,11.7,9.9064,0.28,2.4,new,6.7,0.39,4
4070,16.2,4.1,2.8000000000000003,3.21,4.8,9.9,9.9498,0.27,8.0,old,6.1,0.51,2
468,17.8,6.6,3.9,3.16,4.7,8.7,9.976,0.62,11.0,old,7.2,0.5,2
5282,5.4,2.3,5.1,3.42,8.7,9.2,9.98,0.28,2.1,new,7.7,0.74,2
4986,12.5,3.4,3.9,3.14,10.7,9.5,9.978,0.44,2.1,new,9.3,1.22,2
3805,5.7,2.0,1.7999999999999998,3.02,3.3000000000000003,11.0,9.9109,0.3,1.1,old,8.3,0.51,3
1816,13.1,3.4,2.7,3.36,2.9,12.0,9.953,0.3,13.9,old,6.7,0.5,4
2481,21.65,3.95,3.7,3.1,4.1,9.8,9.9432,0.37,4.85,old,6.4,0.5,3
2215,16.1,3.2,2.8000000000000003,3.13,4.1,9.9,9.981,0.34,13.8,old,8.5,0.4,3
1660,21.7,6.2,2.7,3.17,4.9,9.4,9.959,0.49,7.8,old,6.6,0.45,3
3807,11.3,0.7,2.1,2.96,4.1,10.2,9.9358,0.62,6.4,old,6.8,0.59,2
5211,13.5,3.0,4.699999999999998,3.3,7.6,9.4,9.976,0.3,3.0,new,8.6,0.53,2
2821,24.1,4.2,4.0,3.5,5.6,9.9,9.968,0.46,6.2,old,6.6,0.6,2
1240,17.8,4.4,1.4,3.45,4.1,9.2,9.954,0.28,1.8,old,7.9,0.43,3
769,11.3,4.1,1.1,3.42,4.3,9.3,9.962,0.34,8.8,old,6.7,0.4,4
1393,10.1,1.9,1.35,3.31,4.2,9.3,9.946,0.3,4.6,old,5.7,0.42,3
1524,15.8,4.1,2.1,3.28,4.2,8.7,9.997,0.49,18.15,old,6.6,0.39,3
4274,11.3,4.1,2.2,3.22,4.4,8.9,9.9862,0.2,16.0,old,5.7,0.46,3
1917,7.1,2.0,1.7999999999999998,3.04,4.1,9.9,9.926,0.26,1.3,old,7.1,0.74,3
1644,13.4,5.0,1.9,3.42,5.8,9.1,9.998,0.49,15.55,old,7.3,0.36,4
5455,2.3,1.0,6.45,2.92,9.5,11.1,10.0315,0.49,4.2,new,15.6,0.74,2
5628,3.7,1.2,5.5,3.17,38.7,9.6,9.982000000000001,0.66,2.3,new,9.5,0.67,2
6114,7.9,1.0,5.699999999999998,3.29,7.9,9.5,9.9677,0.31,2.0,new,7.9,0.69,3
2105,12.9,0.5,3.2,3.19,5.0,9.1,9.953,0.34,6.0,old,6.8,0.4,2
4236,11.6,2.1,2.9,3.14,4.0,9.2,9.9736,0.18,15.0,old,6.4,0.5,2
4491,9.5,1.3,2.8000000000000003,2.97,3.8,13.1,9.8898,0.23,4.2,old,6.1,0.7,3
393,6.9,2.0,2.4,3.08,2.1,12.2,9.9,0.43,2.0,old,7.3,0.56,3
2967,11.8,3.3,2.3000000000000003,3.04,5.1,9.0,9.9835,0.3,14.9,old,6.6,0.54,3
63,7.8,2.5,3.8,3.11,4.4,10.2,9.931000000000001,0.15,4.6,old,6.6,0.38,3
3250,13.1,5.2,1.3,3.06,4.3,11.3,9.9162,0.45,4.2,old,6.7,0.54,3
5533,3.3,2.4,8.4,3.27,6.5,9.7,9.954,0.0,1.4,new,8.7,0.55,2
1431,8.7,1.8,2.2,3.3,5.1,9.6,9.927999999999999,0.49,1.5,old,6.1,0.46,2
1211,18.8,2.8,2.7,3.29,6.4,9.7,9.958,0.39,6.7,old,7.3,0.3,2
4079,9.1,2.7,2.6500000000000004,3.19,5.2,10.4,9.9432,0.28,7.8,old,5.4,0.38,3
77,6.9,2.0,3.2,3.31,4.2,12.0,9.912,0.34,1.3,old,7.0,0.65,4
956,13.3,1.3,3.2,3.07,4.2,9.5,9.937999999999999,0.26,1.8,old,7.5,0.38,2
5966,1.0,0.3,3.1,3.02,6.0,10.9,9.9572,0.53,2.2,new,11.1,0.83,4
6169,6.4,2.4,4.4,3.38,4.9,11.7,9.935,0.2,1.6,new,7.3,0.57,3
3292,19.4,5.9,2.8000000000000003,3.14,4.6,9.4,9.9558,0.41,7.0,old,6.6,0.48,2
385,8.9,1.8,3.3000000000000003,3.51,2.7,12.5,9.893,0.22,1.6,old,5.1,0.38,4
5290,2.6,0.6,3.7,3.18,8.2,9.5,9.98,0.52,2.0,new,9.5,0.51,2
3321,8.0,1.5,2.6,3.29,4.0,12.7,9.8934,0.33,4.35,old,6.0,0.5,3
377,9.8,2.1,2.0,3.15,4.5,10.0,9.924,0.44,1.4,old,7.3,0.46,4
3884,11.1,4.2,2.8000000000000003,3.1,4.7,8.9,9.9896,0.24,17.8,old,6.0,0.45,3
4774,13.2,0.6,2.4,3.16,4.5,11.2,9.913200000000002,0.34,1.2,old,7.1,0.46,1
4460,14.9,1.7,1.7999999999999998,3.0,5.1,9.4,9.984,0.26,17.3,old,6.6,0.43,3
4493,16.5,3.0,3.1,3.36,4.3,10.55,9.972000000000001,0.25,10.5,old,6.8,0.55,3
6227,9.1,1.7,6.0,3.29,8.3,9.8,9.9616,0.26,2.1,new,7.4,0.56,3
4321,15.0,2.7,2.8000000000000003,3.0,3.6000000000000005,10.6,9.9445,0.22,11.5,old,6.3,0.33,3
5902,4.5,2.7,4.3,3.25,8.1,10.3,9.9603,0.29,1.6,new,8.2,0.54,2
2525,16.2,3.2,1.7000000000000002,3.17,12.1,10.4,9.9508,0.24,8.1,old,7.3,0.38,5
3014,6.7,1.2,4.5,3.07,4.0,11.0,9.976,0.34,19.8,old,7.0,0.38,3
2734,14.1,5.0,2.9,3.13,4.8,10.3,9.949,0.28,9.3,old,7.1,0.49,3
360,16.2,5.4,2.4,3.28,4.7,10.2,9.968,0.32,14.9,old,6.4,0.5,3
91,24.3,6.5,2.7,3.12,4.9,9.0,9.957,0.43,7.5,old,6.1,0.47,2
301,7.4,1.2,2.0,3.13,5.0,10.5,9.92,0.35,0.9,old,8.3,0.38,3
2858,14.3,4.6,3.3000000000000003,3.25,2.7,11.2,9.924,0.26,5.0,old,6.9,0.43,4
5461,6.0,2.5,2.9,3.31,9.2,10.1,9.971,0.49,2.7,new,7.6,0.61,3
1552,15.2,4.4,2.1,3.32,3.8,12.6,9.912,0.49,1.8,old,7.3,0.44,4
2833,11.2,2.2,4.4,3.21,4.8,11.3,9.9188,0.28,3.4,old,7.2,0.37,4
2283,21.0,6.7,3.3000000000000003,3.06,4.9,9.5,9.9907,0.26,15.6,old,7.4,0.68,2
5348,3.5,1.7,3.9,3.1,9.5,10.8,9.994,0.69,2.8,new,11.9,0.61,3
1905,16.6,5.3,2.9,2.9,3.7000000000000006,8.9,9.966,0.67,8.1,old,7.5,0.41,3
6336,0.8,0.3,5.9,3.41,5.2,10.3,9.96,0.0,1.7,new,7.0,0.47,2
4988,14.0,4.2,5.2,3.23,7.9,9.5,9.964,0.26,1.9,new,7.9,0.54,2
3447,9.8,3.3,1.7000000000000002,3.12,4.4,9.2,9.9536,0.29,9.7,old,6.0,0.36,3
2294,11.5,3.8,3.2,3.38,3.1,12.2,9.9235,0.31,6.4,old,7.0,0.58,4
5197,3.3,0.8,6.7,3.68,8.0,9.6,9.9845,0.06,2.1,new,6.9,0.71,2
4522,4.0,1.0,2.0,3.14,4.9,9.8,9.944,0.33,3.5,old,9.0,0.36,3
4540,10.5,3.6,2.8000000000000003,3.26,2.6,12.75,9.896299999999998,0.3,3.9,old,5.8,0.58,3
4907,10.2,1.7,5.0,3.35,7.1,10.5,9.978,0.36,6.1,new,7.5,0.8,2
1758,5.3,1.2,2.1,2.8,3.8,10.6,9.926,0.28,1.2,old,9.6,0.46,2
573,15.1,4.9,2.0,3.16,3.2,12.7,9.9,0.34,2.7,old,7.2,0.39,4
1529,15.8,4.1,2.1,3.28,4.2,8.7,9.997,0.49,18.15,old,6.6,0.39,3
1055,11.1,2.9,2.6,2.96,4.9,10.0,9.941,0.41,2.2,old,8.6,0.44,2
893,12.8,3.3,3.1,3.12,3.7000000000000006,12.2,9.896,0.29,1.4,old,7.0,0.36,4
4305,11.3,2.1,2.5,3.38,4.4,10.5,9.9462,0.24,7.4,old,5.9,0.58,3
48,16.0,2.8,3.1,3.13,6.9,9.8,9.954,0.26,7.4,old,7.0,0.46,3
6050,3.8,0.9,6.0,3.15,11.8,9.8,9.9616,0.25,2.2,new,8.3,0.53,2
4069,13.3,5.4,2.4,3.19,4.9,10.7,9.952,0.28,12.2,old,6.2,0.37,3
449,12.7,3.4,2.8000000000000003,3.48,5.2,10.5,9.929,0.29,1.6,old,6.4,0.56,4
1112,17.7,5.5,2.2,3.52,5.3,9.9,9.982999999999999,0.34,12.0,old,6.5,0.44,3
1475,14.8,1.8,0.8,3.46,5.0,10.2,9.945,0.49,1.3,old,7.2,0.44,3
3208,16.4,3.9,2.5,3.53,4.5,10.8,9.9402,0.24,1.6,old,6.8,0.58,2
2205,17.8,3.5,3.9,3.26,5.6,10.2,9.974,0.34,10.0,old,7.7,0.6,2
2667,13.1,2.1,1.2,3.2,3.9,11.2,9.9114,0.25,1.4,old,6.6,0.45,4
76,8.7,3.1,1.7999999999999998,3.26,4.3,12.7,9.898,0.36,1.4,old,7.1,0.37,4
6021,2.9,1.7,4.0,3.12,8.1,11.2,9.9674,0.37,1.9,new,10.7,0.65,3
233,19.4,5.5,2.3000000000000003,3.09,5.8,9.0,9.979,0.38,14.3,old,7.2,0.44,3
6378,1.3,0.6,6.2,3.66,8.0,10.1,9.9498,0.03,1.5,new,5.6,0.62,1
4156,18.6,6.3,3.4000000000000004,3.18,4.7,9.6,9.9481,0.52,6.3,old,6.3,0.44,2
5497,2.2,1.1,5.9,3.0,8.2,9.3,10.0,0.45,2.3,new,12.7,0.7,3
2150,10.2,3.6,2.4,3.18,3.5000000000000004,12.2,9.905,0.34,3.0,old,7.0,0.43,3
3826,12.0,3.6,3.5,3.38,3.4000000000000004,11.5,9.9188,0.26,6.8,old,5.1,0.4,3
1201,7.5,2.6,1.7000000000000002,3.3,2.8,10.8,9.922,0.37,1.5,old,7.0,0.46,4
1478,15.9,3.9,2.2,2.99,4.4,11.5,9.927,0.24,4.6,old,7.9,0.28,3
1611,10.0,1.9,2.6,3.12,4.0,10.1,9.941,0.49,5.2,old,8.2,0.34,3
2977,13.1,4.5,2.3000000000000003,2.96,4.4,9.7,9.9604,0.2,11.4,old,6.6,0.51,3
3479,9.4,3.4,3.2,3.22,3.9,13.1,9.8964,0.28,4.7,old,5.9,0.57,4
2042,10.4,2.2,1.3,3.34,2.8,9.2,9.948,0.27,4.8,old,5.6,0.45,3
1975,19.7,7.6,2.7,3.24,4.8,9.5,9.959,0.35,7.8,old,6.8,0.43,3
1783,10.0,1.7,4.5,3.27,6.7,10.1,9.957,0.4,1.5,old,8.7,0.57,3
5067,6.3,1.5,7.05,3.0,36.0,9.5,9.964,0.24,1.8,new,7.5,1.59,2
6101,7.6,3.3,7.4,3.14,11.1,9.4,9.987799999999998,0.19,5.8,new,9.9,0.55,2
1271,12.6,2.3,5.0,3.21,3.7000000000000006,10.9,9.937999999999999,0.47,1.1,old,8.1,0.42,2
2073,18.9,5.7,2.7,3.31,4.5,9.8,9.953,0.29,5.3,old,6.6,0.79,2
4219,21.0,6.8,4.4,3.05,5.6,9.5,9.9718,0.24,12.1,old,7.0,0.5,2
3,18.6,4.7,2.3000000000000003,3.19,5.8,9.9,9.956,0.32,8.5,old,7.2,0.4,3
2051,14.6,4.1,2.1,3.3,4.2,8.7,10.001,0.27,18.15,old,6.8,0.36,2
2978,13.1,4.5,2.3000000000000003,2.96,4.4,9.7,9.9604,0.2,11.4,old,6.6,0.51,3
857,16.9,5.9,4.0,3.1,4.2,9.4,9.986,0.48,13.7,old,8.2,0.52,2
243,21.85,6.45,2.4,3.3,4.7,9.7,9.934,0.34,2.7,old,6.8,0.58,3
4356,17.8,3.5,2.9,3.25,4.6,10.53333333,9.9313,0.29,5.6,old,6.2,0.51,2
347,15.5,7.5,1.9,3.2,5.6,8.8,9.995,0.41,15.6,old,6.7,0.44,3
364,10.2,1.8,1.6,3.49,3.7000000000000006,11.4,9.923,0.4,2.3,old,6.8,0.42,4
1004,15.3,4.0,3.6,3.34,3.8,11.3,9.911,0.26,3.3,old,5.8,0.55,3
4225,18.7,3.8,3.45,3.31,5.6,10.6,9.9486,0.27,10.1,old,6.2,0.56,2
4066,16.0,6.0,4.4,3.16,5.7,11.8,9.9257,0.27,8.4,old,7.1,0.36,3
3154,10.9,4.0,4.0,3.27,3.0,12.6,9.9075,0.38,2.2,old,7.2,0.46,3
1744,13.6,5.2,2.2,3.1,13.3,9.1,9.932,0.58,1.1,old,6.6,0.3,2
2351,20.2,5.3,2.5,3.11,4.0,9.6,9.9708,0.34,11.4,old,7.9,0.57,3
1190,11.9,1.0,2.1,3.01,3.6000000000000005,12.8,9.913,0.44,1.9,old,7.6,0.7,3
3996,11.1,3.2,2.8000000000000003,3.25,4.8,11.0,9.9455,0.34,8.9,old,6.7,0.54,4
5319,4.8,3.2,8.4,3.52,5.9,12.3,9.952,0.03,2.3,new,6.6,0.56,4
3075,8.7,2.3,1.5,3.11,4.2,12.2,9.8972,0.4,1.5,old,6.4,0.46,4
5379,1.7,0.6,3.0,3.15,8.0,11.7,9.964,0.56,2.8,new,9.4,0.92,5
3738,13.5,1.8,2.6,3.32,3.4000000000000004,10.2,9.9174,0.18,1.4,old,5.6,0.35,3
1748,10.2,2.0,2.7,3.28,4.4,10.9,9.929,0.24,1.2,old,8.0,0.42,2
4623,12.5,2.0,4.0,3.36,3.8,12.6,9.9204,0.3,5.3,old,6.6,0.73,3
4590,16.8,4.2,3.3000000000000003,3.22,4.1,11.1,9.9331,0.3,7.2,old,6.4,0.49,3
6073,5.9,4.8,6.1,3.61,9.5,11.5,9.9541,0.0,2.2,new,6.5,0.7,3
5172,9.4,2.7,6.5,3.38,8.8,9.4,9.9915,0.18,7.0,new,7.5,0.77,2
1809,18.4,6.0,2.0,3.28,5.3,8.8,10.008,0.43,15.0,old,8.8,0.79,3
3833,11.0,4.5,1.5,3.15,5.8,9.7,9.978,0.29,16.4,old,7.0,0.37,3
5883,1.1,0.7,5.8,3.45,6.4,11.3,9.9562,0.0,2.0,new,7.4,0.58,3
319,6.9,1.0,1.25,3.54,4.0,10.1,9.934,0.25,3.3,old,6.1,0.59,3
5327,3.5,1.3,8.4,3.1,8.8,10.4,9.997,0.63,2.4,new,12.8,0.6,3
